Emotions,Path
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-01-01-01-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-01-02-02-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-01-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-02-01-01-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-02-02-02-16.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-02-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-02-02-02-16.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-01-01-02-02-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-01-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-01-01-02-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-02-02-01-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-02-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-02-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-01-02-01-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-02-01-02-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-01-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-01-01-01-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-01-02-01-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-01-02-02-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-02-02-02-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-01-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-01-02-02-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-02-01-01-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-02-02-01-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-02-01-01-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-01-02-01-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-01-16.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-01-16.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-01-01-01-01-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-02-02-01-16.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-03-02-02-02-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-01-01-01-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-02-01-02-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-02-01-02-16.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-01-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-02-16.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-06-01-01-02-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-01-01-01-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-02-02-02-16.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-08-01-02-01-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-02-01-02-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-01-01-02-16.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-02-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-01-02-01-16.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-02-16.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-02-01-01-16.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-02-02-01-16.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-02-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-04-01-02-02-16.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-02-01-02-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-01-01-02-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-01-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-01-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-02-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-01-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-02-02-01-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-02-01-01-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-01-02-02-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-01-02-01-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-01-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-02-01-01-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-02-01-01-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-02-01-02-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-01-02-01-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-02-18.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-02-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-02-01-02-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-02-02-02-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-02-01-02-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-02-01-01-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-01-02-02-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-01-01-01-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-02-02-02-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-02-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-02-02-01-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-02-02-01-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-02-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-02-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-02-01-01-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-02-02-01-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-02-02-02-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-02-02-01-18.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-01-02-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-02-02-02-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-01-02-02-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-02-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-01-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-01-01-01-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-02-01-02-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-01-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-02-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-01-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-01-01-01-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-02-01-01-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-02-02-02-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-01-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-01-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-02-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-02-02-01-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-01-01-02-18.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-01-18.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-02-01-02-18.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-01-18.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-06-01-02-01-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-02-18.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-01-01-18.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-01-01-02-18.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-04-02-02-02-18.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-02-18.wav
disgust,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-02-13.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-02-13.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-01-13.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-02-13.wav
fear,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
surprise,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
angry,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-01-13.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-01-13.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-01-13.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-02-13.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-01-13.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-02-13.wav
happy,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-01-13.wav
calm,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-01-13.wav
sad,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-04-02-01-02-13.wav
neutral,/home/jupyter/imported/kaggler/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
